permit_number,permit_type,description,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days,address,latitude,longitude
200506276098,additions alterations or repairs,"proposed horizontal & vertical addition, add new unit-1 family dwelling to 2 family dwelling",2005-06-27,2009-04-09,2010-03-02,2012-03-24,450000,590000,1 family dwelling,2 family dwelling,wood_frame_5,Hayes Valley,94117,102027492202,San Francisco,CA,TRUE,140000,2009,Apr,2010,Mar,327,1,1382,1080,"526 Broderick St,San Francisco,CA,94117",37.775096591836736,-122.43942567346939
200712120290,additions alterations or repairs,vertiacl & horizontal addition to existing building. convert existing retail to 3 family dwelling. ref appl #356796 issued 6/28/1968.,2007-12-12,2016-04-01,2017-12-14,2019-03-17,450000,687000,retail sales,apartments,wood_frame_5,Sunset/Parkside,94116,1119239133221,San Francisco,CA,TRUE,237000,2016,Apr,2017,Dec,622,1,3033,1080,"3534 Taraval St,San Francisco,CA,94116",37.741876204081635,-122.50397367346939
200712120290,additions alterations or repairs,vertiacl & horizontal addition to existing building. convert existing retail to 3 family dwelling. ref appl #356796 issued 6/28/1968.,2007-12-12,2016-04-01,2017-12-14,2019-03-17,450000,687000,retail sales,apartments,wood_frame_5,Sunset/Parkside,94116,1119240455882,San Francisco,CA,TRUE,237000,2016,Apr,2017,Dec,622,1,3033,1080,"3536 Taraval St,San Francisco,CA,94116",37.74187551020408,-122.50398918367347
201405155866,additions alterations or repairs,remodel of the entire res'd bldg to convert a one unit res'd bldg into a three dwelling unit res'd bldg. a vertical addition will be added to make the (e) two floors into four floors. also proposed is a roof deck and two balconies for the second and third units. the front facade will be redesigned.,2014-05-15,2016-04-13,2020-04-24,2019-03-29,450000,855000,1 family dwelling,apartments,wood_frame_5,Outer Richmond,94121,1342029100445,San Francisco,CA,TRUE,405000,2016,Apr,2020,Apr,1472,4,699,1080,"423 24th Av,San Francisco,CA,94121",37.78156495,-122.48403578497854
201406249278,additions alterations or repairs,"t/i renovation of an (e) commercial space to include a new restaurant include a kitchen, bar, lounge areas, dining rm and exhibition kitchen, patrons will have access to share men's and women's restroom includes employee rest room - no compliance with maher ordinance",2014-06-24,2014-12-30,2015-06-30,2017-12-14,450000,592001.03,office,food/beverage hndlng,constr_type_1,South of Market,94103,1346414347127,San Francisco,CA,TRUE,142001.03000000003,2014,Dec,2015,Jun,182,1,189,1080,"1355 Market St,San Francisco,CA,94103",37.7769228,-122.4159354
201412234406,additions alterations or repairs,"remodel, retrofit & ada upgrade to include: remove (e) wood framed offices  + storage, add (2) new floors (3 total).add elevator,egress stair, (n) internor stai, remove (e) exteirior siding covering (e) exterior windows, add bathrooms. change construction from type v to iiib. ** maher: n/a **",2014-12-23,2015-12-03,2017-11-17,2018-11-17,450000,2200000,"warehouse,no frnitur",manufacturing,constr_type_3,South of Market,94103,1366027156861,San Francisco,CA,TRUE,1750000,2015,Dec,2017,Nov,715,2,345,1080,"1155 Bryant St,San Francisco,CA,94103",37.77051365,-122.40908809999999
201611082235,additions alterations or repairs,"renovate (e) single family 2-story home to 2-unit, 4-story building w/ vertical & horizontal addition.",2016-11-08,2018-02-27,2019-08-19,2021-02-11,450000,740000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94131,1443678208095,San Francisco,CA,TRUE,290000,2018,Feb,2019,Aug,538,1,476,1080,"4061 Cesar Chavez St,San Francisco,CA,94131",37.74740442857143,-122.43057881632653
201611082235,additions alterations or repairs,"renovate (e) single family 2-story home to 2-unit, 4-story building w/ vertical & horizontal addition.",2016-11-08,2018-02-27,2019-08-19,2021-02-11,450000,740000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94131,1498536510795,San Francisco,CA,TRUE,290000,2018,Feb,2019,Aug,538,1,476,1080,"4063 Cesar Chavez St,San Francisco,CA,94131",37.74740214285714,-122.43061751020409
200007245947,additions alterations or repairs,convert 2nd floor from retail to office/add mezzanine at 2nd floor,2000-07-24,2001-04-03,2002-04-01,2003-04-03,450000,600000,retail sales,office,constr_type_3,Mission,94103,824873374709,San Francisco,CA,TRUE,150000,2001,Apr,2002,Apr,363,1,253,730,"1667 Market St,San Francisco,CA,94103",37.773007,-122.421678
200308010996,additions alterations or repairs,"oti-1 9th floor, le, me, ls, sp",2003-08-01,2003-12-11,2004-01-20,2005-12-11,450000,600000,office,school,constr_type_1,South of Market,94103,951836164311,San Francisco,CA,TRUE,150000,2003,Dec,2004,Jan,40,1,132,731,"1145 Market St,San Francisco,CA,94103",37.7793779,-122.4132098
200405113608,additions alterations or repairs,addition of 6 residential units in 3 new stories on top of a seismically upgraded commercial space( 6 units over commercial),2004-05-11,2006-04-03,2009-03-30,2008-10-03,450000,1250000,retail sales,apartments,wood_frame_5,Mission,94110,979255160595,San Francisco,CA,TRUE,800000,2006,Apr,2009,Mar,1092,3,692,914,"2235 Mission St,San Francisco,CA,94110",37.761248897959184,-122.41919889795919
201604285955,otc alterations permit,"ground floor: construct (n) non-structural partitions, doors, frames, hardwares, electrical, mechanical, ceiling, plumbing & equipment platform, lights to create bank employee cafeteria.",2016-04-28,2016-08-17,2020-03-11,2019-08-02,430620,961000,lending institution,food/beverage hndlng,constr_type_1,Financial District/South Beach,94111,1421295290888,San Francisco,CA,TRUE,530380,2016,Aug,2020,Mar,1302,4,111,1080,"1 Front St,San Francisco,CA,94111",37.7918825,-122.39885190470946
8812445,additions alterations or repairs,vertical & horizontal addition,1988-08-25,1989-04-14,1990-01-16,1991-04-14,425000,650000,office,retail sales,wood_frame_5,Presidio Heights,94118,86160987064,San Francisco,CA,TRUE,225000,1989,Apr,1990,Jan,277,1,232,730,"345 Locust St,San Francisco,CA,94118",37.788014204081634,-122.45214518367347
9803178S,additions alterations or repairs,vertical addition,1998-02-25,1998-11-16,2002-11-04,2002-08-16,420000,2998270,storage shed,artist live/work,constr_type_3,South of Market,94103,657227165297,San Francisco,CA,TRUE,2578270,1998,Nov,2002,Nov,1449,4,264,1369,"60 Rausch St,San Francisco,CA,94103",37.7762078,-122.40970078791379
200710155451,additions alterations or repairs,change of occupancy from u-1 garage to u-1 garage with 3 stories of r-3 sfd.,2007-10-15,2009-02-20,2010-05-17,2012-02-05,410000,618855,prkng garage/private,1 family dwelling,wood_frame_5,Glen Park,94131,1112555453149,San Francisco,CA,TRUE,208855,2009,Feb,2010,May,451,1,494,1080,"34 Surrey St,San Francisco,CA,94131",37.735350416085005,-122.43312515155674
201302130154,additions alterations or repairs,excavation shoring; soldier beams w/ tiebacks & wood lagging for shoring of temporary excavation; encroachment of tiebacks from excavation shoring into city streets only; no shoring work on adjacent properties. (reference #2012-1005-1462-s),2013-02-13,2013-05-22,2014-10-30,2016-05-06,410000,1161852,vacant lot,apartments,constr_type_3,Hayes Valley,94102,1305726489796,San Francisco,CA,TRUE,751852,2013,May,2014,Oct,526,1,98,1080,"323 Octavia St,San Francisco,CA,94102",37.77509442857143,-122.42440835714287
201302130154,additions alterations or repairs,excavation shoring; soldier beams w/ tiebacks & wood lagging for shoring of temporary excavation; encroachment of tiebacks from excavation shoring into city streets only; no shoring work on adjacent properties. (reference #2012-1005-1462-s),2013-02-13,2013-05-22,2014-10-30,2016-05-06,410000,1161852,vacant lot,apartments,constr_type_3,Hayes Valley,94102,1305727489797,San Francisco,CA,TRUE,751852,2013,May,2014,Oct,526,1,98,1080,"325 Octavia St,San Francisco,CA,94102",37.77511028571429,-122.42441157142858
201302130154,additions alterations or repairs,excavation shoring; soldier beams w/ tiebacks & wood lagging for shoring of temporary excavation; encroachment of tiebacks from excavation shoring into city streets only; no shoring work on adjacent properties. (reference #2012-1005-1462-s),2013-02-13,2013-05-22,2014-10-30,2016-05-06,410000,1161852,vacant lot,apartments,constr_type_3,Hayes Valley,94102,1305728489798,San Francisco,CA,TRUE,751852,2013,May,2014,Oct,526,1,98,1080,"420 Laguna St,San Francisco,CA,94102",37.77517280952381,-122.42610761904763
200509092498,additions alterations or repairs,horizontal addition - addition to (e) house. remodel (e) house. adding 1 unit to (e) house. rebuilding garage.,2005-09-09,2006-09-12,2008-11-04,2008-09-12,400000,750000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94131,1028309208969,San Francisco,CA,TRUE,350000,2006,Sep,2008,Nov,784,2,368,731,"625 Duncan St,San Francisco,CA,94131",37.74557055555555,-122.43407777777777
200603307960,additions alterations or repairs,2 story vertical addition and 2 story rear extension at existing 2-story building and a new 2-car garage.  increase one unit to two unit residence.,2006-03-30,2007-06-04,2008-11-26,2009-06-04,400000,750000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1048322102737,San Francisco,CA,TRUE,350000,2007,Jun,2008,Nov,541,1,431,731,"457 21st Av,San Francisco,CA,94121",37.779113699999996,-122.48063132119012
200609253198,additions alterations or repairs,alteration extg 2 story building to four story building with 2 units. conversion of a single family dwelling to a duplex building.,2006-09-25,2010-10-06,2012-05-11,2013-09-20,400000,803782,1 family dwelling,2 family dwelling,wood_frame_5,Sunset/Parkside,94116,1068501132155,San Francisco,CA,TRUE,403782,2010,Oct,2012,May,583,2,1472,1080,"2371 20th Av,San Francisco,CA,94116",37.7435552,-122.47704101865988
200705161448,additions alterations or repairs,proposed repair of fire damage and proposed horizontal and vertical addition to accomodate one additional dwelling unit.,2007-05-16,2008-11-03,2011-04-15,2011-10-19,400000,503000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1093585162060,San Francisco,CA,TRUE,103000,2008,Nov,2011,Apr,893,3,537,1080,"769 Treat Av,San Francisco,CA,94110",37.75790618367347,-122.41339479591836
200705161448,additions alterations or repairs,proposed repair of fire damage and proposed horizontal and vertical addition to accomodate one additional dwelling unit.,2007-05-16,2008-11-03,2011-04-15,2011-10-19,400000,503000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1093740456141,San Francisco,CA,TRUE,103000,2008,Nov,2011,Apr,893,3,537,1080,"771 Treat Av,San Francisco,CA,94110",37.75787857142857,-122.41339214285713
200810154271,additions alterations or repairs,"horizontal and vertical addition on 1st floor restaurant and 2nd floor residential at east side. interior remodel 1st floor restaurant and 2nd floor residential, new front facade , new exterior roof deck.",2008-10-15,2009-08-11,2010-06-18,2012-07-26,400000,750000,food/beverage hndlng,1 family dwelling,wood_frame_5,Marina,94123,115353471790,San Francisco,CA,TRUE,350000,2009,Aug,2010,Jun,311,1,300,1080,"3336 Steiner St,San Francisco,CA,94123",37.80007675510204,-122.43767785714286
200810154271,additions alterations or repairs,"horizontal and vertical addition on 1st floor restaurant and 2nd floor residential at east side. interior remodel 1st floor restaurant and 2nd floor residential, new front facade , new exterior roof deck.",2008-10-15,2009-08-11,2010-06-18,2012-07-26,400000,750000,food/beverage hndlng,1 family dwelling,wood_frame_5,Marina,94123,1153535351137,San Francisco,CA,TRUE,350000,2009,Aug,2010,Jun,311,1,300,1080,"3340 Steiner St,San Francisco,CA,94123",37.80024525,-122.43753400277777
200904287190,otc alterations permit,"change of use from retail to office. new tenant improvement. work includes new partitions. ceiling, lighting, electrical, plumbing & finishes. mep under separate permit. all work on ground & mezzanine.",2009-04-28,2009-04-29,2010-02-09,2012-04-13,400000,894732,retail sales,office,constr_type_3,Financial District/South Beach,94108,117172767118,San Francisco,CA,TRUE,494732,2009,Apr,2010,Feb,286,1,1,1080,"101 Kearny St,San Francisco,CA,94108",37.789004,-122.403786
200911191706,additions alterations or repairs,convert a 2 story single family dwelling into a 3 story 2 unit building by a vertical & horizontal addition,2009-11-19,2010-12-06,2014-07-16,2013-11-20,400000,578204,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1191153107021,San Francisco,CA,TRUE,178204,2010,Dec,2014,Jul,1318,4,382,1080,"2645 Balboa St,San Francisco,CA,94121",37.77599825,-122.48738208298319
201202274914,additions alterations or repairs,"change of use from manufacturing (f-1) to office (b). seismic reinforcement per sfbc sec.3403.5.  demolish slopped roof & replace w/ flat roof. extend rear facade upward to conform to (n) roofline. (n) elevator, fire exits, electrict & mechanical systems.",2012-02-27,2012-08-10,2014-12-18,2015-07-26,400000,1162000,manufacturing,office,constr_type_3,Mission Bay,94107,1263386167871,San Francisco,CA,TRUE,762000,2012,Aug,2014,Dec,860,2,165,1080,"111 Townsend St,San Francisco,CA,94107",37.7803835625,-122.3906630625
201308134213,additions alterations or repairs,"provide mechanical, electrical and plumbing for new bldg under bpa#201307051190",2013-08-13,2014-04-23,2016-06-22,2018-04-02,400000,4000000,vacant lot,apartments,constr_type_1,Tenderloin,94102,1339512497157,San Francisco,CA,TRUE,3600000,2014,Apr,2016,Jun,791,2,253,1440,"101 Polk St,San Francisco,CA,94102",37.77762,-122.418171
201508215004,additions alterations or repairs,"comply w/nov#201310746,&200668139&201310581.renov&expane(e)single fam house.vertical add.,1 level above(e)2/f&1 level below(e)1/f.add new 2nd unit-1 kitcn,5.5bath&5bedrms.lower level deck in rear yd,new drs&windns&ext finishes,elec,plumb&hvac.fire sprinr under sep permit.upgrade to type 5a constr.",2015-08-21,2017-01-12,2019-05-03,2019-12-28,400000,695000,1 family dwelling,2 family dwelling,wood_frame_5,Twin Peaks,94114,1393063143419,San Francisco,CA,TRUE,295000,2017,Jan,2019,May,841,2,510,1080,"139 Grand View Av,San Francisco,CA,94114",37.755908,-122.43989813469388
201603091597,otc alterations permit,"suite #250,2nd flr: tenant improvement ophthalmology center build out of architectural, mechanical & electrical buildout. building is fully sprinklered.  sprinkler work on deferred submittal.",2016-03-09,2016-05-20,2016-10-28,2019-05-05,400000,1000000,office,clinics-medic/dental,constr_type_2,Western Addition,94102,1415380379695,San Francisco,CA,TRUE,600000,2016,May,2016,Oct,161,0,72,1080,"711 Van Ness Av,San Francisco,CA,94102",37.7821655,-122.420944
9201665,additions alterations or repairs,addition of office and class room space,1992-01-31,1992-03-06,1992-05-29,1994-03-06,400000,800000,not applicable,church,constr_type_3,South of Market,94103,782737166274,San Francisco,CA,TRUE,400000,1992,Mar,1992,May,84,0,35,730,"385 7th St,San Francisco,CA,94103",37.77648983021539,-122.40737359285163
200402247019,additions alterations or repairs,reduce size of (e)comm'l space & add 3 stories 4 units residential condo with garage. to comply nov# 200342453 - demolition of interior.,2004-02-24,2009-07-02,2011-08-15,2012-06-16,400000,1498000,office,apartments,wood_frame_5,Inner Richmond,94118,971133108409,San Francisco,CA,TRUE,1098000,2009,Jul,2011,Aug,774,2,1955,1080,"2900 Fulton St,San Francisco,CA,94118",37.77396695,-122.46289650657604
200408030418,additions alterations or repairs,"add new 3rd floor - 3 bedrooms/2 baths (1,030 s.f). renovate 2nd floor, add horizontal extension. renovate 1st floor, add garage & horizontal extension. add basement, raise house by 4'-0"". new electrical, new plumbing.",2004-08-03,2007-04-30,2008-06-06,2009-04-30,400000,540000,1 family dwelling,2 family dwelling,wood_frame_5,Glen Park,94131,987825210089,San Francisco,CA,TRUE,140000,2007,Apr,2008,Jun,403,1,1000,731,"178 Randall St,San Francisco,CA,94131",37.73977775,-122.42720375
200702073612,additions alterations or repairs,"remove 2 upper levels of existing house, horizontal addition @ front, rear and sides and vertical addtiion to make new 2 unit residence.",2007-02-07,2008-05-12,2012-10-02,2010-05-12,380000,616000,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94114,1082594206936,San Francisco,CA,TRUE,236000,2008,May,2012,Oct,1604,4,460,730,"4529 25th St,San Francisco,CA,94114",37.74926085714286,-122.43975385714286
200808068583,additions alterations or repairs,vertical & horizontal addition: remodel of the existing structure & construction of an addition to increase living space & convert the existing single family house into a two unit bldg.,2008-08-06,2009-12-18,2012-09-20,2012-12-02,380000,650000,1 family dwelling,2 family dwelling,wood_frame_5,Haight Ashbury,94117,114530695478,San Francisco,CA,TRUE,270000,2009,Dec,2012,Sep,1007,3,499,1080,"1427 Shrader St,San Francisco,CA,94117",37.7619746,-122.4508171
200510185886,additions alterations or repairs,"horizontal addition to rear and to front. vertical addition, 2 additional storeis, expand (e) garage.2 units created.",2005-10-18,2008-01-14,2009-10-29,2010-07-14,375000,1240206,1 family dwelling,apartments,wood_frame_5,Marina,94123,103267272401,San Francisco,CA,TRUE,865206,2008,Jan,2009,Oct,654,1,818,912,"1857 Lombard St,San Francisco,CA,94123",37.80000645,-122.43200306538667
201802151457,additions alterations or repairs,addition of one dwelling unit to (e) 2 units building within the boundary of the bldg. total conversion non habitable to habitable. attic to become 4th story. ref to pa# 2017-1114-3972.,2018-02-15,2018-12-03,2020-03-16,2021-11-17,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497394206096,San Francisco,CA,TRUE,250000,2018,Dec,2020,Mar,469,2,291,1080,"2857 Folsom St,San Francisco,CA,94110",37.75161414285714,-122.41389285714287
201802151457,additions alterations or repairs,addition of one dwelling unit to (e) 2 units building within the boundary of the bldg. total conversion non habitable to habitable. attic to become 4th story. ref to pa# 2017-1114-3972.,2018-02-15,2018-12-03,2020-03-16,2021-11-17,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497395270508,San Francisco,CA,TRUE,250000,2018,Dec,2020,Mar,469,2,291,1080,"2859 Folsom St,San Francisco,CA,94110",37.75158646938775,-122.41389010204082
201802151458,additions alterations or repairs,addition of one dwelling unit to (e) 2 unit building within the boundary of the bldg. total conversion non-habitable to habitable. ref to pa# 2017-1114-3972,2018-02-15,2018-09-12,2020-03-16,2021-08-27,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497396510738,San Francisco,CA,TRUE,250000,2018,Sep,2020,Mar,551,2,209,1080,"2861 Folsom St,San Francisco,CA,94110",37.75155879591837,-122.41388734693878
201802151458,additions alterations or repairs,addition of one dwelling unit to (e) 2 unit building within the boundary of the bldg. total conversion non-habitable to habitable. ref to pa# 2017-1114-3972,2018-02-15,2018-09-12,2020-03-16,2021-08-27,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1497397510739,San Francisco,CA,TRUE,250000,2018,Sep,2020,Mar,551,2,209,1080,"2863 Folsom St,San Francisco,CA,94110",37.75153112244898,-122.41388459183673
201802151458,additions alterations or repairs,addition of one dwelling unit to (e) 2 unit building within the boundary of the bldg. total conversion non-habitable to habitable. ref to pa# 2017-1114-3972,2018-02-15,2018-09-12,2020-03-16,2021-08-27,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1523200512667,San Francisco,CA,TRUE,250000,2018,Sep,2020,Mar,551,2,209,1080,"2863 Folsom St,San Francisco,CA,94110",37.75153112244898,-122.41388459183673
201802151457,additions alterations or repairs,addition of one dwelling unit to (e) 2 units building within the boundary of the bldg. total conversion non habitable to habitable. attic to become 4th story. ref to pa# 2017-1114-3972.,2018-02-15,2018-12-03,2020-03-16,2021-11-17,375000,625000,2 family dwelling,apartments,wood_frame_5,Mission,94110,1533614513544,San Francisco,CA,TRUE,250000,2018,Dec,2020,Mar,469,2,291,1080,"2857 Folsom St,San Francisco,CA,94110",37.75161414285714,-122.41389285714287
200909166917,additions alterations or repairs,"remodel existing house, preserve original house facade. add horizontal and vertical addition. add 2 more dwelling units--3 total. full garage, setback at front= 16 ft approx. setback at rear stair. reinforce existing foundation. general mep upgrades.",2009-09-16,2010-06-22,2012-12-31,2013-06-06,354000,526000,1 family dwelling,apartments,wood_frame_5,Inner Richmond,94118,1184656103959,San Francisco,CA,TRUE,172000,2010,Jun,2012,Dec,923,2,279,1080,"646 Balboa St,San Francisco,CA,94118",37.7773157,-122.46589559164094
200502024624,additions alterations or repairs,"remodel e house, raise e house over new garage. new habitable space. convert attic to habitable and",2005-02-02,2006-02-10,2007-02-28,2008-02-10,350000,528000,1 family dwelling,2 family dwelling,wood_frame_5,Potrero Hill,94107,1005612168491,San Francisco,CA,TRUE,178000,2006,Feb,2007,Feb,383,1,373,730,"228 Mississippi St,San Francisco,CA,94107",37.763543,-122.394775
200703136152,additions alterations or repairs,vertical and horizontal addition to turn 1-unit to 2 unit residential. remove rear yard structure.,2007-03-13,2008-01-24,2008-11-19,2010-01-24,350000,624400,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1086148141131,San Francisco,CA,TRUE,274400,2008,Jan,2008,Nov,300,0,317,731,"4658 18th St,San Francisco,CA,94114",37.76060745,-122.44248046681614
200806184721,additions alterations or repairs,"tenant improvements at north portion of ground floor plan and entire second floor for a residential care. treatment including 7  sleeping rooms, meeting space, offices, dining, kitchen and dry room.",2008-06-18,2008-12-10,2009-05-01,2011-11-25,350000,700000,office,social care facility,wood_frame_5,South of Market,94103,1139771156618,San Francisco,CA,TRUE,350000,2008,Dec,2009,May,142,1,175,1080,"52 Dore St,San Francisco,CA,94103",37.7736678,-122.41301629399985
200903023137,additions alterations or repairs,"horizontal & vertical addition to building, from two stories to four stories, and single family to two residential units. new foundation for (e) & (n) structure.",2009-03-02,2010-01-15,2010-08-04,2012-12-30,350000,538000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1166188100265,San Francisco,CA,TRUE,188000,2010,Jan,2010,Aug,201,0,319,1080,"354 20th Av,San Francisco,CA,94121",37.781238099999996,-122.47921612786234
201006154512,additions alterations or repairs,"renovation of (e) dwelling unit. addition of a floor & a basement (garage), vertical & horizontal addition. addition of dwelling unit.",2010-06-15,2012-03-08,2017-10-13,2015-02-21,350000,745000,1 family dwelling,2 family dwelling,wood_frame_5,Castro/Upper Market,94114,1209162140929,San Francisco,CA,TRUE,395000,2012,Mar,2017,Oct,2045,5,632,1080,"75 Mars St,San Francisco,CA,94114",37.761067049999994,-122.44443947649313
201212115945,additions alterations or repairs,"revert to sfd int remol: basement, add bath, rec rm, garage. 1st fl(n)kitchen, living rm, half bath, dining rm. 2nd fl (n)bedrms, baths & roof deck. 3rd fl: (n)office, bath & playrm. all perimeter foundation & walls were completed under seperate permit 201208308598 & 201211083819. remove (e)curb",2012-12-11,2013-07-01,2014-09-23,2016-06-15,350000,550000,church,1 family dwelling,wood_frame_5,Hayes Valley,94117,129075091639,San Francisco,CA,TRUE,200000,2013,Jul,2014,Sep,449,1,202,1080,"601 Broderick St,San Francisco,CA,94117",37.775823,-122.439784
201303283325,additions alterations or repairs,proposed vertical addition to accomodate one (n) additional unit at (n) 4th fl. proposed in fill of (e) right/east side lightwell. proposed conversion of (e) storage to conditioned living space & stair connection to second fl. proposed interior remodel @ 2nd & 3rd fl.,2013-03-28,2014-08-22,2015-12-17,2017-08-06,350000,638000,2 family dwelling,apartments,wood_frame_5,Hayes Valley,94102,130018082189,San Francisco,CA,TRUE,288000,2014,Aug,2015,Dec,482,1,512,1080,"562 Fell St,San Francisco,CA,94102",37.7756002,-122.42711844296124
201303283325,additions alterations or repairs,proposed vertical addition to accomodate one (n) additional unit at (n) 4th fl. proposed in fill of (e) right/east side lightwell. proposed conversion of (e) storage to conditioned living space & stair connection to second fl. proposed interior remodel @ 2nd & 3rd fl.,2013-03-28,2014-08-22,2015-12-17,2017-08-06,350000,638000,2 family dwelling,apartments,wood_frame_5,Hayes Valley,94102,1300181453880,San Francisco,CA,TRUE,288000,2014,Aug,2015,Dec,482,1,512,1080,"564 Fell St,San Francisco,CA,94102",37.7756002,-122.42711844296124
201307313252,additions alterations or repairs,"horizontal & vertical addition. renovate (e) single family, 2-story home to 3 units, 4-story building with roof deck and 3 parking spaces.",2013-07-31,2014-08-05,2015-10-06,2017-07-20,350000,1000000,1 family dwelling,apartments,wood_frame_5,Lone Mountain/USF,94117,131282591727,San Francisco,CA,TRUE,650000,2014,Aug,2015,Oct,427,1,370,1080,"1681 Fulton St,San Francisco,CA,94117",37.77581285,-122.44438464820465
201502249220,additions alterations or repairs,horizontal & vertical addition to existing single home to 3 unit apartment building and two car garage.,2015-02-24,2017-01-05,2018-10-02,2019-12-21,350000,950000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1372235172094,San Francisco,CA,TRUE,600000,2017,Jan,2018,Oct,635,1,681,1080,"1152 Potrero Av,San Francisco,CA,94110",37.75369712195122,-122.40650373170732
201502249220,additions alterations or repairs,horizontal & vertical addition to existing single home to 3 unit apartment building and two car garage.,2015-02-24,2017-01-05,2018-10-02,2019-12-21,350000,950000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1449397508298,San Francisco,CA,TRUE,600000,2017,Jan,2018,Oct,635,1,681,1080,"1152 Potrero Av,San Francisco,CA,94110",37.75369712195122,-122.40650373170732
201502249220,additions alterations or repairs,horizontal & vertical addition to existing single home to 3 unit apartment building and two car garage.,2015-02-24,2017-01-05,2018-10-02,2019-12-21,350000,950000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1449398508297,San Francisco,CA,TRUE,600000,2017,Jan,2018,Oct,635,1,681,1080,"1152 Potrero Av,San Francisco,CA,94110",37.75369712195122,-122.40650373170732
200208012861,additions alterations or repairs,renovate existing structure. reconfiguring interior spaces to accomodate 5 units,2002-08-01,2005-01-11,2006-02-06,2007-01-11,350000,576000,1 family dwelling,apartments,wood_frame_5,Lone Mountain/USF,94117,91780092453,San Francisco,CA,TRUE,226000,2005,Jan,2006,Feb,391,1,894,730,"1770 Fell St,San Francisco,CA,94117",37.7730401,-122.44725058826128
200208012861,additions alterations or repairs,renovate existing structure. reconfiguring interior spaces to accomodate 5 units,2002-08-01,2005-01-11,2006-02-06,2007-01-11,350000,576000,1 family dwelling,apartments,wood_frame_5,Lone Mountain/USF,94117,917801367349,San Francisco,CA,TRUE,226000,2005,Jan,2006,Feb,391,1,894,730,"1780 Fell St,San Francisco,CA,94117",37.77292130612245,-122.44712342857143
200212103210,additions alterations or repairs,proposed horizontal and vertical addition to an (e) commercial space to accommodate 3 condos and,2002-12-10,2004-10-05,2006-06-07,2006-10-05,350000,950000,school,apartments,wood_frame_5,Sunset/Parkside,94116,930402134481,San Francisco,CA,TRUE,600000,2004,Oct,2006,Jun,610,2,665,730,"1509 Taraval St,San Francisco,CA,94116",37.7425165,-122.48240335003621
200501112946,additions alterations or repairs,existing singl fam dwg to be altered into 3 units bldg horizontal & vertical additions,2005-01-11,2008-03-18,2009-09-03,2010-03-18,340000,850000,1 family dwelling,apartments,wood_frame_5,Pacific Heights,94115,100347088367,San Francisco,CA,TRUE,510000,2008,Mar,2009,Sep,534,1,1162,730,"2564 Sutter St,San Francisco,CA,94115",37.784986979591835,-122.44258144897958
201205140388,additions alterations or repairs,"renovate exist 2 story bldg. addition of 3rd story above exist 2nd story. creation of a flat roof area 1' above exist. ridge line towards rear of bldg. additon of a 2nd story, 13'x15' attached structure at rear.",2012-05-14,2013-07-18,2014-07-16,2016-07-02,330000,700000,1 family dwelling,2 family dwelling,wood_frame_5,Russian Hill,94109,127039756305,San Francisco,CA,TRUE,370000,2013,Jul,2014,Jul,363,1,430,1080,"740 Bay St,San Francisco,CA,94109",37.80497730952381,-122.41935535714286
200912223705,additions alterations or repairs,"remodel & addition of an additional unit to an (e) 2-story single fam. dwelling including 2-car garage @ street level. addition of (n) 3rd. story. mech, plumbing & electrical under separate permit.",2009-12-22,2010-09-30,2012-07-20,2013-09-14,327000,502500,1 family dwelling,2 family dwelling,wood_frame_5,Noe Valley,94131,1193788208443,San Francisco,CA,TRUE,175500,2010,Sep,2012,Jul,659,2,282,1080,"322 Duncan St,San Francisco,CA,94131",37.74614428571428,-122.42748389795918
